Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué películas de Martin Scorsese exploran el mundo del crimen organizado en Boston y Las Vegas, respectivamente?;Media;Los infiltrados y Casino;El lobo de Wall Street y La edad de la inocencia;Taxi Driver y Toro Salvaje;Silencio y Calles peligrosas
¿Qué actor británico interpreta a Sherlock Holmes en las películas dirigidas por Guy Ritchie?;Media;Robert Downey Jr.;Jude Law;Ian McKellen;Benedict Cumberbatch
¿Qué película de 2015 protagonizada por Matt Damon cuenta la historia de un astronauta varado en Marte?;Media;El marciano;Interestelar;Gravedad;Apollo 13
¿Quién encarnó a la villana Cruella de Vil en la adaptación cinematográfica de '101 dálmatas' de 1996?;Media;Glenn Close;Meryl Streep;Anjelica Huston;Susan Sarandon
¿Qué película de animación de 1998 producida por DreamWorks SKG cuenta la historia de Moisés?;Media;El príncipe de Egipto;El rey león;Shrek;Bichos
¿Qué actriz interpretó el papel de Lisbeth Salander en la versión estadounidense de 'La chica del dragón tatuado'?;Media;Rooney Mara;Noomi Rapace;Natalie Portman;Emily Blunt
¿Qué película de 2014, dirigida por Damien Chazelle, sigue la intensa relación entre un joven baterista de jazz y su profesor?;Media;Whiplash;La La Land;Birdman;Nightcrawler
¿Qué actriz fue la protagonista en la película 'El diablo viste a la moda'?;Media;Anne Hathaway;Emily Blunt;Meryl Streep;Julia Roberts
¿Quién dirigió la película de ciencia ficción 'Ad Astra' que se estrenó en 2019?;Media;James Gray;Chris Nolan;Denis Villeneuve;Ridley Scott
¿En qué película de 1985 aparece un personaje conocido como 'El Doc'?;Media;Regreso al Futuro;E.T., el extraterrestre;Cazafantasmas;Mad Max Beyond Thunderdome
¿Qué actor interpretó al científico Alan Grant en 'Jurassic Park'?;Media;Sam Neill;Jeff Goldblum;Richard Attenborough;Bob Peck
¿Qué película de 2014 dirigida por Alejandro González Iñárritu presenta a actores que intentan montar una producción en Broadway?;Media;Birdman;El gran hotel Budapest;Boyhood;La teoría del todo
¿Qué actriz interpretó a Rose Dawson Calvert en la película 'Titanic' de 1997?;Media;Gloria Stuart;Kate Winslet;Kathy Bates;Frances Fisher
¿Qué película de los hermanos Coen de 2000 está libremente basada en la 'Odisea' de Homero?;Media;O Brother, Where Art Thou?;The Big Lebowski;Fargo;No es país para viejos
¿Qué actriz protagonizó junto a Patrick Swayze en la película 'Ghost'?;Media;Demi Moore;Whoopi Goldberg;Julia Roberts;Sharon Stone
¿Qué actor interpretó a Elton John en la película biográfica 'Rocketman' de 2019?;Media;Taron Egerton;Rami Malek;Ansel Elgort;Jamie Bell
¿Qué película de comedia de 1994 presenta a Jim Carrey como un detective de mascotas?;Media;Ace Ventura: Detective de mascotas;La máscara;Tonto y retonto;Liar Liar
¿Qué actor interpretó a Aragorn en 'El Señor de los Anillos'?;Media;Viggo Mortensen;Ian McKellen;Orlando Bloom;Sean Bean
¿En qué película de 1993 Robin Williams interpreta a una ama de casa inglesa de mediana edad?;Media;Señora Doubtfire;Jumanji;Buenos días, Vietnam;El club de los poetas muertos
¿Qué película de 2016 trata sobre la historia de un matemático y físico afroamericano en la NASA durante la carrera espacial?;Media;Figuras ocultas;La llegada;Sully;La La Land
¿Qué actriz interpretó a Satine en 'Moulin Rouge!'?;Media;Nicole Kidman;Kate Winslet;Renée Zellweger;Catherine Zeta-Jones
¿Quién dirigió la película 'Inglourious Basterds' de 2009?;Media;Quentin Tarantino;Steven Spielberg;Martin Scorsese;Guy Ritchie
¿Qué película de 2017 dirigida por Greta Gerwig sigue a una adolescente que vive en Sacramento, California?;Media;Lady Bird;La La Land;The Edge of Seventeen;Eighth Grade
¿Qué actriz interpretó a la villana Miranda Priestly en 'El diablo viste a la moda'?;Media;Meryl Streep;Anne Hathaway;Emily Blunt;Glenn Close
¿En qué película de 2009 dirigida por Neill Blomkamp un agente de campo de una empresa militar se convierte en el único sobreviviente de un virus extraterrestre?;Media;Distrito 9;Avatar;Elysium;Chappie
¿Qué actor interpretó al personaje principal en la película 'El curioso caso de Benjamin Button'?;Media;Brad Pitt;Edward Norton;Matt Damon;Tom Hanks
¿Qué comedia de 2004 protagonizada por Will Ferrell cuenta con un arrogante presentador de noticias?;Media;Anchorman: La leyenda de Ron Burgundy;Elf;Old School;Talladega Nights: The Ballad of Ricky Bobby
¿En qué película Tom Hanks juega al personaje que queda varado en una isla desierta?;Media;Náufrago;Forrest Gump;Big;Apolo 13
¿Qué director es conocido por su película 'La habitación del pánico'?;Media;David Fincher;Christopher Nolan;Ridley Scott;Michael Bay
¿Qué actriz interpretó a Queenie Goldstein en 'Animales Fantásticos y dónde encontrarlos'?;Media;Alison Sudol;Katherine Waterston;Zoë Kravitz;Carmen Ejogo
¿Quién dirigó la película de ciencia ficción 'Al filo del mañana'?;Media;Doug Liman;J.J. Abrams;Denis Villeneuve;Gareth Edwards
¿Qué comedia de 2005 protagonizada por Steve Carell trata acerca de un virgen de 40 años?;Media;Virgen a los 40;Dame tu cuerpo;Ligeramente embarazada;Noche loca
¿En qué película Daniel Day-Lewis interpreta a un magnate del petróleo llamado Daniel Plainview?;Media;Petróleo sangriento;La habitación del pánico;Gangs of New York;Lincoln
¿Qué película de 2012 dirigida por Benh Zeitlin cuenta la historia de una niña pequeña que vive en una comunidad del bayou?;Media;Bestias del sur salvaje;Moonrise Kingdom;La cabaña del fin del mundo;Amour
¿Qué película de 1997 dirigida por James L. Brooks tiene a Jack Nicholson diciendo la famosa línea 'You make me want to be a better man'?;Media;Mejor... imposible;A propósito de Schmidt;Los infiltrados;Algo tiene que ceder
¿Qué actor interpretó a J. Daniel Atlas en la película 'Los ilusionistas'?;Media;Jesse Eisenberg;Woody Harrelson;Mark Ruffalo;Dave Franco
¿Qué película protagonizada por Brad Pitt y Cate Blanchett, dirigida por Alejandro González Iñárritu, cuenta varias historias entrelazadas?;Media;Babel;21 gramos;Biutiful;El árbol de la vida
¿En qué película aparece el personaje de Tony Stark por primera vez?;Media;Iron Man (2008);The Incredible Hulk (2008);Spider-Man (2002);Captain America: The First Avenger (2011)
¿Qué actriz protagonizó la película 'La La Land' junto a Ryan Gosling?;Media;Emma Stone;Jennifer Lawrence;Anne Hathaway;Scarlett Johansson
¿Qué director es conocido por películas como 'El gran hotel Budapest' y 'Moonrise Kingdom'?;Media;Wes Anderson;Quentin Tarantino;Steven Spielberg;Martin Scorsese
¿Qué película ganó el Oscar a la Mejor Película en 2017?;Media;Moonlight;La La Land;Manchester by the Sea;Fences
¿Quién interpretó al Joker en 'The Dark Knight' (El Caballero Oscuro)?;Media;Heath Ledger;Joaquin Phoenix;Jared Leto;Jack Nicholson
¿Cuál es el nombre del personaje que interpreta Tom Hanks en 'Forrest Gump'?;Media;Forrest Gump;John Hanks;Frank Gump;Jimmy Dugan
¿Qué película de ciencia ficción dirigida por Ridley Scott es protagonizada por Sigourney Weaver?;Media;Alien;Blade Runner;The Martian;Prometheus
¿En qué película de Pixar, un ratón aspira a ser chef de cocina?;Media;Ratatouille;Brave;Coco;Cars
¿En qué año se estrenó el film 'Jurassic Park' dirigido por Steven Spielberg?;Media;1993;1989;1996;2001
¿Qué película de Christopher Nolan presenta un sueño dentro de otro sueño?;Media;Inception;Interstellar;Memento;The Prestige
¿Quién interpretó a Jack Dawson en 'Titanic'?;Media;Leonardo DiCaprio;Brad Pitt;Johnny Depp;Tom Cruise
¿Cuál es el subtítulo de la segunda película de 'Los juegos del hambre'?;Media;En llamas;Sinsajo;La esperanza;El tributo
¿Qué película destaca por su icónica escena de baile entre John Travolta y Uma Thurman?;Media;Pulp Fiction;Grease;Saturday Night Fever;The Wolf of Wall Street
¿Quién dirigió 'El laberinto del fauno'?;Media;Guillermo del Toro;Alejandro González Iñárritu;Alfonso Cuarón;Pedro Almodóvar
¿Qué película de animación presenta un mundo donde los superhéroes están prohibidos de usar sus poderes?;Media;Los Increíbles;Megamind;Hancock;Sky High
¿Cómo se llama el reino helado en el que vive Elsa en 'Frozen'?;Media;Arendelle;Corona;Far Far Away;Duloc
¿Qué actor dio vida a Edward Scissorhands?;Media;Johnny Depp;Tim Burton;Keanu Reeves;Christian Bale
¿Qué película clásica de ciencia ficción es famosa por su frase 'Que la Fuerza te acompañe'?;Media;Star Wars;Star Trek;Dune;El quinto elemento
¿Qué director es conocido por sus películas de suspense y por hacer cameos en sus propios filmes?;Media;Alfred Hitchcock;Stanley Kubrick;Steven Spielberg;Woody Allen
¿En qué película de superhéroes escuchamos la frase 'No soy un héroe, soy un vigilante nocturno'?;Media;El caballero de la noche;Spider-Man;Iron Man;The Punisher
¿Qué actor interpretó a Harry Potter en las películas de la saga homónima?;Media;Daniel Radcliffe;Rupert Grint;Elijah Wood;Tobey Maguire
¿En qué película de Quentin Tarantino se presenta una serie de historias entrelazadas en Los Ángeles?;Media;Pulp Fiction;Reservoir Dogs;Kill Bill: Vol. 1;Django Unchained
¿Cuál es el nombre de la reina malvada en la película 'Blancanieves y los siete enanitos'?;Media;Reina Grimhilde;Reina Ravenna;Reina Narissa;Reina Leah
¿Qué película se basa en la novela 'Do Androids Dream of Electric Sheep?' de Philip K. Dick?;Media;Blade Runner;Total Recall;Minority Report;A Scanner Darkly
¿Qué actor interpretó a Maximus Decimus Meridius en 'Gladiator'?;Media;Russell Crowe;Joaquin Phoenix;Brad Pitt;Hugh Jackman
¿Cuál es la primera película en la que aparece el personaje de Hannibal Lecter?;Media;Manhunter;The Silence of the Lambs;Red Dragon;Hannibal
¿Cuál fue la primera película de animación en ser nominada a Mejor Película en los Oscar?;Media;La bella y la bestia;Blancanieves y los siete enanitos;Toy Story;Up
¿Qué película de David Fincher narra la historia del nacimiento de Facebook?;Media;La red social;El club de la lucha;Pecados capitales;Gone Girl
¿Qué película distópica está protagonizada por Jennifer Lawrence como Katniss Everdeen?;Media;Los juegos del hambre;Divergente;El corredor del laberinto;Insurgente
¿Qué actriz interpretó a la protagonista en 'La chica danesa'?;Media;Eddie Redmayne;Jared Leto;Felicity Jones;Rachel McAdams
