Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Cuál es el nombre del protagonista en la serie de videojuegos 'Max Payne'?;Media;Max Payne;Jack Slate;Frank West;Alan Wake
¿Qué videojuego de rol te hace explorar una escuela japonesa en un universo donde existen criaturas llamadas 'Personas'?;Media;Persona 5;Final Fantasy VIII;Bully;Catherine
¿En qué videojuego de supervivencia subacuático se encuentra la nave estrellada llamada 'Aurora'?;Media;Subnautica;SOMA;Depth;Abyss: The Wraiths of Eden
¿Qué juego de acción y aventura se desarrolla en una versión post-apocalíptica de la ciudad de Boston?;Media;Fallout 4;The Last Of Us;Days Gone;Horizon Zero Dawn
¿Cómo se llama la barra de salud que tienen los personajes en la serie de juegos de lucha 'Street Fighter'?;Media;Vitalidad;Poder;Ki;Energía
¿Qué juego de terror te pone en la piel de un investigador que visita una mansión embrujada en busca de su desaparecida esposa?;Media;Resident Evil;Silent Hill;Until Dawn;Dead by Daylight
¿Cuál es el nombre del arma principal utilizada por el Doom Slayer en la serie 'Doom'?;Media;BFG 9000;Plasma Rifle;Railgun;Maser Cannon
¿En qué juego puedes desempeñar el papel de un cazador en un mundo abierto lleno de criaturas míticas y bestias salvajes?;Media;The Witcher 3: Wild Hunt;Monster Hunter World;Dragon's Dogma;Skyrim
¿Qué juego de estrategia en tiempo real te permite controlar ejércitos de orcos, humanos, no-muertos y elfos nocturnos?;Media;Warcraft III;StarCraft II;Age of Mythology;Warhammer: Dawn of War
¿Quién es el archienemigo recurrente de Samus Aran en la serie de videojuegos 'Metroid'?;Media;Ridley;Mother Brain;Dark Samus;Kraid
¿Qué pieza de equipamiento es esencial para la navegación y el combate en 'The Legend of Zelda: Breath of the Wild'?;Media;Paravela;Espada Maestra;Botas de Pegaso;Capa de Invisibilidad
¿Cuál es el nombre del héroe principal en la saga 'Half-Life'?;Media;Gordon Freeman;Alyx Vance;Isaac Kleiner;Barney Calhoun
¿En qué videojuego de ciencia ficción controlas a un piloto llamado Jack Cooper y su compañero Titan llamado BT-7274?;Media;Titanfall 2;MechWarrior 5: Mercenaries;Call of Duty: Infinite Warfare;Hawken
¿Qué juego de aventura te permite explorar un mundo posapocalíptico como un androide llamado 2B, acompañado por un bot llamado 9S?;Media;Nier: Automata;Detroit: Become Human;Horizon Zero Dawn;Final Fantasy XV
¿Cómo se llama la facción de piratas espaciales que lucha contra la 'Alianza de Sistemas' en 'Mass Effect'?;Media;Eclipse;Cerberus;Blue Suns;Blood Pack
¿Cuál es el nombre del protagonista que busca venganza contra los dioses olímpicos en la serie de 'God of War'?;Media;Kratos;Deimos;Heracles;Achilles
¿Qué importante recurso necesitas recolectar en 'Stardew Valley' para restaurar el centro comunitario del pueblo?;Media;Paquetes (Bundles);Piedras preciosas;Monedas de oro;Madera
¿Cuál es el nombre de la ciudad en la que se establece la historia principal de 'Deus Ex: Mankind Divided'?;Media;Praga;Nueva York;Berlín;París
¿Cuál es el nombre del virus que transforma a las personas en criaturas parasitarias en 'The Last of Us'?;Media;Cordyceps;T-Virus;Blacklight;Green Flu
¿Qué juego te permite jugar como un dictador gobernando una isla tropical?;Media;Tropico;SimCity;Civilization VI;Banished
¿Qué videojuego de rol se basa en la serie de fantasía 'The Witcher' de Andrzej Sapkowski?;Media;The Witcher series;Dragon Age series;Elder Scrolls series;Dark Souls series
¿Cómo se llama el mundo en que se desarrolla 'World of Warcraft'?;Media;Azeroth;Nirn;Tyria;Ea
¿Qué videojuego sigue a Cal Kestis, un Padawan que sobrevivió a la Orden 66?;Media;Star Wars Jedi: Fallen Order;Star Wars: The Force Unleashed;Star Wars: Knights of the Old Republic;Star Wars Battlefront II
¿Quién es el enemigo principal en 'Final Fantasy VII'?;Media;Sephiroth;Kefka;Ultimecia;Sin
¿Qué juego de construcción y supervivencia involucra soportar oleadas de monstruos durante la noche?;Media;7 Days to Die;Minecraft;Terraria;The Forest
¿Qué videojuego de mundo abierto te permite encarnar al Caballero Oscuro protegiendo Gotham City?;Media;Batman: Arkham series;Spider-Man (2018);Infamous series;Prototype series
¿Qué videojuego de terror te pone en la piel de un periodista investigando un hospital psiquiátrico en Colorado?;Media;Outlast;Silent Hill;Resident Evil;The Evil Within
¿Qué serie de juego de lucha cuenta con los personajes Sub-Zero y Scorpion?;Media;Mortal Kombat;Street Fighter;Tekken;Soul Calibur
¿Qué juego indie te permite controlar un abogado defensor llamado Phoenix Wright?;Media;Ace Attorney series;Danganronpa series;L.A. Noire;Judgment
¿Qué juego es conocido por su línea de inicio, 'War... War never changes'?;Media;Fallout series;Call of Duty series;Battlefield series;Gears of War series
¿Cuál es la herramienta casi omnipresente que utilizan los jugadores para interactuar con el mundo y los enemigos en 'Minecraft'?;Media;Pico;Espada;lazo;Varita mágica
¿Qué juego de estrategia en tiempo real pone a los jugadores al mando de facciones como los Protoss, Terran y Zerg?;Media;StarCraft;Command & Conquer;Age of Wonders;Endless Space
¿En qué juego tu mascota puede ser un 'Chocobo' o un 'Moogle'?;Media;Final Fantasy;Dragon Quest;Persona;Disgaea
¿Qué juego de plataformas de Sony presenta a un marsupial en una aventura para detener al Dr. Neo Cortex?;Media;Crash Bandicoot;Spyro the Dragon;Ratchet & Clank;Jak and Daxter
¿Qué videojuego sigue las aventuras de Geralt de Rivia, un cazador de monstruos en un mundo oscuro y lleno de fantasía?;Media;The Witcher;Dragon Age;Dark Souls;Bloodborne
¿En qué juego te unes a los espectros para luchar contra las fuerzas del Infierno?;Media;Diablo;Doom;Quake;Painkiller
¿Cuál es el nombre de la ciudad principal de 'Grand Theft Auto: San Andreas'?;Media;Los Santos;Liberty City;Vice City;San Fierro
¿Qué juego de disparos en primera persona te lleva a través de diferentes períodos históricos, incluyendo la Segunda Guerra Mundial y la Guerra Fría?;Media;Call of Duty series;Battlefield series;Medal of Honor series;Brothers in Arms series
¿Qué juego se centra en un cazador de tesoros llamado Nathan Drake?;Media;Uncharted series;Tomb Raider series;Far Cry series;Assassin's Creed series
¿Qué juego te permite experimentar la vida de un estudiante en una academia de magia, aprendiendo hechizos y explorando un mundo mágico?;Media;Hogwarts Legacy;Bully;Life is Strange;Fire Emblem: Three Houses
¿Quiénes son los enemigos principales en 'Dead Space'?;Media;Necromorfos;Zombis;Combine;Locust
¿Qué sistema utiliza 'Bayonetta' para que los jugadores ejecuten combos y poderes mágicos?;Media;Modo Bruja;Modo Furia;Modo Combate;Modo Energía
¿En qué juego empiezas como el nuevo alguacil de una ciudad fronteriza llamada 'Tristram'?;Media;Diablo;Red Dead Redemption;Borderlands;Fallout: New Vegas
¿Qué juego de estrategia en tiempo real te permite comandar ejércitos de elfos, enanos y muertos vivientes en un mundo llamado Etheria?;Media;Warlords Battlecry;Heroes of Might and Magic;Lord of the Rings: Battle for Middle Earth;Warcraft
¿Qué título es un juego cruzado entre las franquicias de 'Persona' y 'Fire Emblem'?;Media;Tokyo Mirage Sessions ♯FE;Persona Q;Shin Megami Tensei V;Fire Emblem: Awakening
¿Cuál es el objetivo principal del juego 'Among Us'?;Media;Identificar impostores;Construir una nave espacial;Sobrevivir en el espacio;Coleccionar recursos alienígenas
¿En qué videojuego se encuentra la ciudad flotante de Columbia?;Media;BioShock Infinite;Prey;Dead Space 3;Mass Effect
¿Qué juego de rol te permite convertirte en vampiro o hombre lobo mientras exploras el mundo de Skyrim?;Media;The Elder Scrolls V: Skyrim;World of Darkness;The Witcher 3: Wild Hunt;Dragon's Dogma
¿Qué juego se centra en la revolución industrial en una ciudad llamada Dunwall, donde puedes jugar como Corvo Attano o Emily Kaldwin?;Media;Dishonored 2;Thief;BioShock;Deus Ex: Human Revolution
¿Qué serie de juegos de lucha incluye personajes como Heihachi Mishima, Kazuya Mishima y Jin Kazama?;Media;Tekken;Street Fighter;Mortal Kombat;Virtua Fighter
¿Cuál es el nombre del personaje que puedes jugar en 'The Legend of Zelda: Twilight Princess'?;Media;Link;Ganondorf;Zelda;Midna
¿Qué juego de disparos en línea cuenta con personajes como Reaper, Widowmaker y Mercy?;Media;Overwatch;Rainbow Six Siege;Battlefield;Call of Duty
¿En qué juego juegas como Vincent Brooks, quien se encuentra atrapado en pesadillas recurrentes?;Media;Catherine;Silent Hill;Alan Wake;Heavy Rain
¿Qué videojuego de 2017 te permite enfrentarte a los 'Hijos de Garmadon' en Ninjago City?;Media;LEGO Ninjago Movie Video Game;LEGO City: Undercover;LEGO Marvel Super Heroes 2;LEGO Worlds
¿En qué ciudad se desarrolla primordialmente 'Watch Dogs'?;Media;Chicago;Nueva York;Los Ángeles;San Francisco
¿Cómo se llama la casa de moneda que los jugadores intentan robar en 'Payday 2'?;Media;Reserva Federal;Mint-Condition;Royal Mint;Casa Nacional de Moneda
¿Cuál es el nombre del protagonista en 'Metal Gear Solid 2: Sons of Liberty'?;Media;Raiden;Snake;Big Boss;Ocelot
¿Qué juego indie te permite liderar una caravana a través de un mundo en conflicto mientras gestionas recursos y tomas decisiones difíciles?;Media;The Banner Saga;This War of Mine;Frostpunk;Oxenfree
¿Qué juego de simulación te permite dirigir un laboratorio de investigación de enfermedades?;Media;Plague Inc: Evolved;Two Point Hospital;Big Pharma;Theme Hospital
¿Qué juego te coloca en el papel de un detective paranormal que debe resolver su propio asesinato?;Media;Murdered: Soul Suspect;The Vanishing of Ethan Carter;L.A. Noire;Heavy Rain
