Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué gran estructura fue construida durante la presidencia de Thomas Jefferson para explorar los territorios del oeste de América del Norte?;Fácil;Expedición de Lewis y Clark;Tren Transcontinental;Ruta de Oregón;Caminata de John Muir
¿Qué tratado en 1783 puso fin a la Guerra de Independencia de Estados Unidos?;Fácil;Tratado de París;Tratado de Versalles;Tratado de Ghent;Tratado de Guadalupe Hidalgo
¿Qué emperador romano mandó construir un coliseo en el centro de Roma que se completó en el año 80 d.C.?;Fácil;Vespasiano;Augusto;Trajano;Nerón
¿Cómo se llama el período de expansión cultural y científica que tuvo lugar en Europa entre los siglos XIV y XVII?;Fácil;Renacimiento;Edad Media;Barroco;Ilustración
¿Qué líder militar y político francés vendió la Luisiana a Estados Unidos en 1803?;Fácil;Napoleón Bonaparte;Luis XVI;Mariscal Ney;Talleyrand
¿Qué general del sur fue fundamental en la Guerra Civil Estadounidense y conocido por su caballo, Traveller?;Fácil;Robert E. Lee;Ulysses S. Grant;Stonewall Jackson;George Pickett
¿Quién lideró la armada británica durante la Batalla de Trafalgar?;Fácil;Horatio Nelson;Arthur Wellesley;Francis Drake;John Jervis
¿Cuál es el nombre de la reina que gobernó Egipto y tuvo una relación con Julio César y Marco Antonio?;Fácil;Cleopatra;Nefertiti;Hatshepsut;Sobekneferu
¿Quién fue el primer emperador del Imperio Romano?;Fácil;Augusto;Julio César;Nerón;Calígula
¿Qué líder religioso fundó el islam en el siglo VII?;Fácil;Mahoma;Jesús;Buda;Zoroastro
¿Qué dinastía gobernó en China desde el siglo XIV hasta el siglo XVII, conocida por su porcelana y por completar la Gran Muralla?;Fácil;Dinastía Ming;Dinastía Qing;Dinastía Tang;Dinastía Yuan
¿Qué acontecimiento histórico comenzó con el ataque a Fort Sumter el 12 de abril de 1861?;Fácil;La Guerra Civil Estadounidense;La Revolución Americana;La Guerra Franco-Indígena;La Primera Guerra Mundial
¿Dónde sucedió la Revuelta del Whisky en la década de 1790?;Fácil;Estados Unidos;Francia;Reino Unido;Rusia
¿Qué filósofo francés escribió El contrato social y tuvo una influencia significativa en la Revolución Francesa?;Fácil;Jean-Jacques Rousseau;Voltaire;Denis Diderot;Montesquieu
¿Cuál fue el evento directo que desencadenó la Segunda Guerra Mundial en Europa?;Fácil;Invasión alemana de Polonia;Anschluss;Acuerdo de Múnich;Invasión italiana de Etiopía
¿Qué famoso navegante y explorador italiano completó cuatro viajes a través del Océano Atlántico abriendo el camino al descubrimiento europeo de América?;Fácil;Cristóbal Colón;Marco Polo;Amerigo Vespucci;Vasco da Gama
¿Qué período de conflicto entre el bloque occidental liderado por Estados Unidos y el bloque oriental liderado por la Unión Soviética se conoce como la Guerra Fría?;Fácil;1947-1991;1914-1918;1939-1945;1917-1922
¿Quién fue el famoso líder político y militar cartaginés que cruzó los Alpes para luchar contra Roma en la Segunda Guerra Púnica?;Fácil;Aníbal;Escipión el Africano;Hamilcar;Asdrúbal
¿Qué dinastía gobernaba el Reino Unido durante la Primera y Segunda Guerra Mundial?;Fácil;Casa de Windsor;Casa de Tudor;Casa de Hannover;Casa de Stuart
¿Qué proceso histórico, que tuvo lugar entre finales del siglo XVIII y principios del XIX, permitió que los Trece Colonias ganaran su independencia del Reino Unido?;Fácil;Revolución Americana;Revolución Francesa;Guerra Civil Inglesa;Guerras Napoleónicas
¿Qué acontecimiento se produce como resultado directo de la caída del Muro de Berlín en 1989?;Fácil;Reunificación de Alemania;Desmembramiento de la URSS;Revolución de Terciopelo;Fin de la dictadura en España
¿Qué importante acontecimiento en la historia mundial ocurrió el 28 de junio de 1919 en el Palacio de Versalles?;Fácil;Firma del Tratado de Versalles;Firma del Tratado de Westfalia;Coronación de Napoleón Bonaparte;Lanzamiento de la Declaración de Derechos del Hombre y del Ciudadano
¿Qué reina estableció el anglicanismo como religión oficial de Inglaterra?;Fácil;Isabel I;Ana Bolena;María I;Victoria
¿Qué guerra incluyó la famosa Batalla de Stalingrado?;Fácil;Segunda Guerra Mundial;Primera Guerra Mundial;Guerra Civil Rusa;Guerra Fría
¿Qué explorador noruego es célebre por ser uno de los primeros europeos en llegar a América del Norte, alrededor del año 1000?;Fácil;Leif Erikson;Erik el Rojo;Thorfinn Karlsefni;Freydís Eiríksdóttir
¿Qué emperador romano promulgó el Edicto de Milán, que proclamaba la tolerancia religiosa para el cristianismo en el imperio?;Fácil;Constantino I;Augusto;Trajano;Tiberio
¿Qué gran líder mongol conquistó vastas áreas de Asia y Europa en el siglo XIII?;Fácil;Genghis Khan;Kublai Khan;Batu Khan;Ogedei Khan
¿Cuál fue la principal causa de la Guerra de la Independencia de México en el siglo XIX?;Fácil;La independencia de España;El deseo de monarquía;Las disputas territoriales con Estados Unidos;La colonización francesa
¿Qué invencible flota española intentó invadir Inglaterra en 1588?;Fácil;La Armada Invencible;La Flota de Plata;La Escuadra Roja;La Gran Armada
¿Qué faraón egipcio es famoso por la construcción de muchos templos y monumentos, y por ser el padre de Tutankamón?;Fácil;Amenhotep III;Ramsés II;Nefertiti;Akenatón
¿Qué filósofo escribió 'La República', una obra sobre la justicia y el estado ideal?;Fácil;Platón;Aristóteles;Sócrates;Cicerón
¿Qué periodista y explorador americano es conocido por encontrar a David Livingstone en África?;Fácil;Henry Morton Stanley;Richard Burton;John Hanning Speke;James Augustus Grant
¿Quién fue el líder de la Unión Soviética al final de la Segunda Guerra Mundial?;Fácil;Iósif Stalin;Vladimir Lenin;León Trotsky;Nikita Jruschov
¿Qué evento clave se llevó a cabo el 20 de julio de 1969, marcando un hito en la exploración espacial?;Fácil;Alunizaje del Apolo 11;Lanzamiento del Vostok 1;Colisión del cometa Shoemaker-Levy con Júpiter;Despliegue del telescopio espacial Hubble
¿Qué conflicto militar se libró principalmente en la península de Crimea y se destacó por la Carga de la Brigada Ligera?;Fácil;Guerra de Crimea;Guerra Ruso-Turca;Guerra Franco-prusiana;Guerra de Secesión
¿Qué tratado, firmado en 1919, puso oficialmente fin a la Primera Guerra Mundial?;Fácil;Tratado de Versalles;Pacto de Locarno;Tratado de Saint-Germain;Tratado de Neuilly
¿Cómo se llama el periodo de intensa actividad artística y cultural en Italia durante los siglos XIV a XVI?;Fácil;Renacimiento;Barroco;Iluminismo;Edad Media
¿Qué civilización antigua es conocida por su código de leyes escrito por el rey Hammurabi?;Fácil;Babilonia;Asiria;Persia;Sumeria
¿Cuál fue el primer país en reconocer la independencia de los Estados Unidos?;Fácil;Francia;España;Holanda;Reino Unido
¿Qué conflicto bélico comenzó con la invasión del norte de China por Japón en 1937?;Fácil;Segunda Guerra Sino-Japonesa;Primera Guerra Sino-Japonesa;Guerra de Corea;Guerra del Pacífico
¿Qué histórico discurso pronunció Abraham Lincoln en 1863 durante la Guerra Civil Estadounidense?;Fácil;Discurso de Gettysburg;Discurso de la Inauguración;Proclama de Emancipación;Discurso de Cooper Union
¿Quién fue el rey inglés cuya demanda de un divorcio llevó a la creación de la Iglesia de Inglaterra separada de la Iglesia Católica?;Fácil;Enrique VIII;Enrique VII;Carlos I;Eduardo VI
¿Qué líder político indio abogó por la no violencia y jugó un papel clave en la independencia india del dominio británico?;Fácil;Mahatma Gandhi;Jawaharlal Nehru;Subhash Chandra Bose;Indira Gandhi
¿Qué rey de Macedonia conquistó un vasto imperio que se extendía desde Grecia hasta Egipto y las partes del Imperio Persa?;Fácil;Alejandro Magno;Filipo II;Darío III;Leonidas
¿Qué emperador romano se atribuye la fundación de la ciudad de Constantinopla en el año 330 d.C.?;Fácil;Constantino el Grande;Trajano;Augusto;Nerón
¿Cuál es el nombre del conflicto que tuvo lugar entre 1955 y 1975 y tuvo una gran influencia de la tensión entre las superpotencias de la Guerra Fría?;Fácil;Guerra de Vietnam;Guerra Coreana;Guerra de Afganistán;Primera Guerra del Golfo
¿Quién fue el presidente de Estados Unidos durante el lanzamiento de los ataques con bombas atómicas sobre Hiroshima y Nagasaki?;Fácil;Harry S. Truman;Franklin D. Roosevelt;Dwight D. Eisenhower;John F. Kennedy
¿Qué reina inglesa, hija de Ana Bolena y Enrique VIII, tuvo un largo y célebre reinado conocido como la Era Isabelina?;Fácil;Isabel I;María I;Victoria;Isabel II
¿Cómo se llama la revuelta de 1857 que marcó el inicio del movimiento de independencia indio contra el Raj británico?;Fácil;Rebelión de los Cipayos;Marcha de la Sal;Rebelión Boxer;Insurrección de Pueblo
¿Qué evento marcó el inicio de la expansión europea y los grandes descubrimientos geográficos en el siglo XV?;Fácil;Caída de Constantinopla;Reforma Protestante;Invención de la imprenta;Renacimiento
¿Qué acuerdos se firmaron después de la Segunda Guerra Mundial y crearon las bases del orden mundial de posguerra?;Fácil;Acuerdos de Yalta y Potsdam;Tratado de Versalles;Conferencia de Bandung;Pacto de Varsovia
¿Qué faraón egipcio conocido por sus monumentos y estilo de gobernar llevó a cabo una reforma religiosa introduciendo el culto a Atón?;Fácil;Akenatón;Seti I;Ramsés II;Tutankamón
¿Qué migraciones de masas de pueblos germánicos y de otros grupos a través de Europa a finales de la Antigüedad y durante la Alta Edad Media se conocen como las invasiones bárbaras?;Fácil;Migración de los pueblos;Las campañas de César;Las Cruzadas;El Éxodo
¿Qué sultán otomano fue conocido por su asedio y eventual conquista de Constantinopla en 1453?;Fácil;Mehmed II;Süleyman el Magnífico;Selim I;Bayezid II
¿Qué histórico muro de contención fue construido por los israelitas bíblicos según el Antiguo Testamento?;Fácil;Muro de Jerusalén;Murallas de Babilonia;Muro de Adriano;Muralla de los Lamentos
¿En qué año fue la Batalla de Trafalgar, una confrontación naval decisiva durante las Guerras Napoleónicas?;Fácil;1805;1815;1798;1809
¿Qué emperatriz rusa es conocida por expandir el territorio del imperio y promover la occidentalización y la modernización?;Fácil;Catalina la Grande;Isabel I de Rusia;Ana de Rusia;Sofía Alexéyevna
¿Cuál fue la primera colonia inglesa permanente establecida en el Nuevo Mundo en 1607?;Fácil;Jamestown;Plymouth;Roanoke;Nueva Amsterdam
¿Qué civilización antigua es conocida por inventar la escritura cuneiforme y por sus contribuciones a la legislación y la astronomía?;Fácil;Sumeria;Egipto;Babilonia;Los hititas
¿Qué famoso documento, que redactó Thomas Jefferson, fue adoptado el 4 de julio de 1776?;Fácil;Declaración de Independencia de EE.UU.;Constitución de los Estados Unidos;Bill of Rights;Federalist Papers
¿Cuál era el principal objetivo de las sociedades abolicionistas en el siglo XIX?;Fácil;Abolir la esclavitud;Promover el sufragio femenino;Luchar contra el colonialismo;Reformar la educación
¿Cuál es el nombre del tratado de 1763 que puso fin a la Guerra de los Siete Años y alteró el mapa de América del Norte?;Fácil;Tratado de París;Tratado de Utrecht;Paz de Augsburgo;Tratado de Tordesillas
¿Qué general de la Unión es conocido por su Marcha hacia el mar durante la Guerra Civil Estadounidense?;Fácil;William Tecumseh Sherman;Ulysses S. Grant;George B. McClellan;Robert E. Lee
¿Qué conflicto militar del siglo XVI se conoce como la primera guerra mundial debido a su alcance global?;Fácil;Guerra de los Ochenta Años;Guerra de los Treinta Años;Guerras Napoleónicas;Guerra de los Siete Años
¿Quién es el poeta nacional de Escocia, autor de Auld Lang Syne y Tam o' Shanter?;Fácil;Robert Burns;William Shakespeare;Geoffrey Chaucer;Walter Scott
