Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Quién fue ejecutado el 17 de octubre de 1793 durante la Revolución Francesa?;Media;María Antonieta;Luis XVI;Robespierre;Carlos X
¿En qué batalla del siglo III a.C. Aníbal derrotó a las tropas romanas usando un doble envolvimiento?;Media;Batalla de Cannas;Batalla de Zama;Batalla de Trebia;Batalla del Lago Trasimeno
¿Qué filósofo de la Grecia Clásica fue condenado a beber cicuta por presuntamente corromper la mente de los jóvenes?;Media;Sócrates;Platón;Aristóteles;Diógenes
¿Qué gobernante ostentó el título de Primer Emperador de Francia?;Media;Napoleón Bonaparte;Luis Napoleón;Carlos Magno;Francisco I
¿Qué acto de resistencia civil fue una respuesta directa a la Ley del Té en 1773?;Media;Boston Tea Party;Marcha del Sal;Protesta de Stamp Act;Manifestación de Intolerable Acts
¿Qué evento marcó el comienzo de la decadencia del Imperio Español en el siglo XVI?;Media;Derrota de la Armada Invencible;Descubrimiento de América;Conquista de Granada;Firma del Tratado de Tordesillas
¿Quién fue el líder de la Unión Soviética durante los eventos de la Crisis de los Misiles en Cuba de 1962?;Media;Nikita Jrushchov;Leonid Brezhnev;Yuri Andrópov;Josef Stalin
¿Qué grupo militante se formó en 1966 con el objetivo de luchar por los derechos de los afroamericanos en EE. UU.?;Media;Panteras Negras;NAACP;Nación del Islam;SNCC
¿Qué líder militar y político dirigió la Unión Soviética después de la muerte de Lenin?;Media;Josef Stalin;Leon Trotsky;Nikita Jrushchov;Lavrenti Beria
¿Qué antigua civilización fue la primera en desarrollar un sistema de escritura conocido como cuneiforme?;Media;Sumeria;Egipto;Indus;China
¿A quién se le atribuye generalmente la expansión y consolidación del primer sistema feudal en Francia?;Media;Carlos Martel;Luis el Pío;Carlomagno;Pepino el Breve
¿Qué pacto, firmado en 1928, fue un acuerdo internacional de no agresión entre los principales poderes de la post-Primera Guerra Mundial?;Media;Pacto Kellogg-Briand;Tratado de Locarno;Convención de Haya;Covenant de la Liga de Naciones
¿Qué conflicto llevó a la creación del estado independiente de Bélgica en 1830?;Media;Revolución belga;Guerra franco-prusiana;Guerras napoleónicas;Primera Guerra Carlista
¿Qué rey se enfrentó a la Revuelta de Pugachev, un gran levantamiento campesino en el siglo XVIII?;Media;Catalina la Grande;Pedro el Grande;Alejandro I;Iván el Terrible
¿Qué rey inglés tomó el trono después de la victoria en la Batalla de Bosworth Field?;Media;Enrique VII;Enrique IV;Enrique VI;Ricardo III
¿Qué batalla de la Guerra de Independencia de EE. UU. marcó la rendición de las fuerzas británicas bajo el mando del general Cornwallis?;Media;Batalla de Yorktown;Batalla de Saratoga;Batalla de Bunker Hill;Batalla de Lexington
¿Qué líder espartano murió en la Batalla de las Termópilas en el 480 a.C. luchando contra el ejército persa?;Media;Leónidas;Agis;Cleómenes;Pausanias
¿Qué reina británica estableció su reinado durante la época conocida como la 'Era Dorada'?;Media;Isabel I;Victoria;María I;Ana
¿Qué revuelta judía contra el Imperio Romano tuvo lugar entre los años 66-73 D.C.?;Media;Primera revuelta judía;Revolta de Bar Kojba;Guerra de los Kitos;Revolución de Maccabee
¿Qué política exterior siguió Estados Unidos después de la Primera Guerra Mundial, antes de la Segunda Guerra Mundial?;Media;Aislacionismo;Imperialismo;Intervencionismo;Globalización
¿Qué astrónomo propuso el modelo heliocéntrico del sistema solar en el siglo XVI?;Media;Nicolás Copérnico;Galileo Galilei;Johannes Kepler;Tycho Brahe
¿Quién lideró la campaña en el norte de África durante la Segunda Guerra Mundial conocida como 'Desierto Occidental'?;Media;Erwin Rommel;Bernard Montgomery;George S. Patton;Dwight D. Eisenhower
¿Cuál fue el primer documento codificado que establece los derechos de los ciudadanos y las responsabilidades del rey en Inglaterra?;Media;Carta Magna;Declaración de Derechos Inglesa;Código de Hammurabi;Leyes de las Doce Tablas
¿Qué emperador romano es conocido por sus éxitos militares y la expansión del Imperio Romano al máximo territorio durante su reinado?;Media;Trajano;Augusto;Calígula;Nerón
¿Qué líder nacionalista chino luchó tanto contra los japoneses como contra los comunistas en la Guerra Civil China?;Media;Chiang Kai-shek;Sun Yat-sen;Mao Zedong;Zhou Enlai
¿Qué tratado, firmado al final de la Guerra de Independencia de EE. UU., reconoció a los Estados Unidos como un país independiente?;Media;Tratado de París;Tratado de Versalles;Tratado de Gante;Tratado de Ghent
¿Qué faraón egipcio es famoso por sus intentos de reformar la religión egipcia introduciendo el culto a Atón?;Media;Akenatón;Tutankamón;Ramsés II;Cleopatra VII
¿Qué nombre recibieron las leyes introducidas en la Alemania nazi que restringían los derechos de los ciudadanos judíos?;Media;Leyes de Núremberg;Leyes de Gante;Reglamento de Varsovia;Códigos de Prusia
¿Cómo se llama la doctrina política que surgió después de la Revolución Rusa y se basa en las teorías de Karl Marx y Friedrich Engels?;Media;Marxismo-Leninismo;Stalinismo;Maoísmo;Anarquismo
¿Qué construcción masiva se inició durante la dinastía Qin para proteger a China de los nómadas del norte?;Media;Gran Muralla China;Canal Imperial;Ciudad Prohibida;Templo del Cielo
¿Quién fue el líder británico durante la mayor parte de la Segunda Guerra Mundial?;Media;Winston Churchill;Neville Chamberlain;Clement Attlee;Anthony Eden
¿Qué tratado territorial importante se firmó en 1920 que reconoció la independencia de Estonia, Letonia y Lituania?;Media;Tratado de Versalles;Tratado de Brest-Litovsk;Tratado de Tartu;Pacto de Varsovia
¿Qué batalla de la Segunda Guerra Mundial es considerada la mayor batalla de tanques en la historia militar?;Media;Batalla de Kursk;Batalla de El Alamein;Batalla de las Ardenas;Batalla de Stalingrado
¿En qué año se desintegró la Unión Soviética, marcando el fin de la Guerra Fría?;Media;1991;1989;1987;1994
¿Qué antiguo líder de la República Romana fue célebre por sus habilidades oratorias y por enfrentarse a la dictadura de Lucio Sergio Catilina?;Media;Marco Tulio Cicerón;Julio César;Cneo Pompeyo Magno;Marco Antonio
¿Qué período de intensa actividad industrial y urbana transformó a las sociedades agrarias en sociedades industriales en el siglo XVIII y principios del XIX?;Media;Revolución Industrial;Revolución Agrícola;Revolución Francesa;Revolución Americana
¿Qué expedición militar del siglo XIII fue la primera de las cruzadas dirigidas por la nobleza europea para recuperar Jerusalén y Tierra Santa del control islámico?;Media;Primera Cruzada;Segunda Cruzada;Tercera Cruzada;Cruzada de los Niños
¿Qué emperador romano es famoso por su Código, que compilaba todas las leyes romanas existentes?;Media;Justiniano I;Constantino I;Augusto;Trajano
¿Qué conflicto del siglo XIX es también conocido como la 'Guerra del Ópalo'?;Media;Guerra del Opio;Guerra de Crimea;Guerra franco-prusiana;Rebelión Taiping
¿Quién fue la reina de Castilla cuyo matrimonio con Fernando de Aragón condujo a la unificación de España?;Media;Isabel I;Juana la Loca;María I de Portugal;Leonor de Aquitania
¿Qué movimiento militar y político japonés llevó a la restauración del poder imperial en 1868?;Media;Restauración Meiji;Restauración Taisho;Shogunato Tokugawa;Era Edo
¿Qué batalla de la Primera Guerra Mundial es conocida por su uso a gran escala de gas venenoso?;Media;Batalla de Ypres;Batalla del Somme;Batalla de Verdún;Batalla de Jutland
¿Qué presidente de Estados Unidos promulgó el Acta de Derechos Civiles de 1964?;Media;Lyndon B. Johnson;John F. Kennedy;Dwight D. Eisenhower;Richard Nixon
¿Quién era el líder soviético durante la crisis de Berlín que resultó en la construcción del Muro de Berlín?;Media;Nikita Jrushchov;Leonid Brezhnev;Yuri Andrópov;Joseph Stalin
¿En qué convento francés fue encarcelada y quemada en la hoguera Juana de Arco?;Media;Ruán;Orleans;Reims;París
¿Qué líder político sudamericano conocido como 'el Libertador' ayudó a liberar a Venezuela, Colombia, Ecuador, Perú y Bolivia del dominio español?;Media;Simón Bolívar;José de San Martín;Antonio José de Sucre;Bernardo O'Higgins
¿Qué líder comunista dirigió la Revolución de Octubre en Rusia en 1917?;Media;Vladimir Lenin;Leon Trotsky;Joseph Stalin;Nikolai Bukharin
¿Qué general y estadista ateniense lideró Atenas durante su 'Siglo de Oro'?;Media;Pericles;Solón;Cimón;Temístocles
¿Qué emperador francés fue exiliado a la isla de Santa Helena después de su derrota en Waterloo?;Media;Napoleón Bonaparte;Luis Napoleón;Carlos X;Felipe V
¿Qué reino europeo se independizó de Suecia en 1905, formando un país soberano?;Media;Noruega;Finlandia;Dinamarca;Islandia
¿Cuál fue el principal grupo opositor al régimen de apartheid en Sudáfrica, liderado por Nelson Mandela antes de su arresto?;Media;Congreso Nacional Africano;Partido de la Libertad Inkatha;Partido Comunista Sudafricano;Movimiento de Conciencia Negra
¿En qué año se efectuó la Revolución Islámica, que estableció la República Islámica en Irán?;Media;1979;1967;1989;1953
¿Cómo se le conoce al período de liberalización política en la Unión Soviética bajo el mandato de Mijaíl Gorbachov?;Media;Perestroika y Glasnost;Khrushchev's Thaw;Nueva Política Económica;Destalinización
¿Qué batalla de la Guerra Civil Estadounidense marcó la última gran ofensiva de los Estados Confederados?;Media;Batalla de Gettysburg;Batalla de Antietam;Batalla de Chancellorsville;Batalla de Fredericksburg
¿Qué célebre acorazado británico fue hundido por el acorazado alemán Bismarck durante la Segunda Guerra Mundial?;Media;HMS Hood;HMS Prince of Wales;HMS Repulse;HMS Royal Oak
¿Qué tratado puso fin a la Guerra Russo-Japonesa en 1905, un conflicto que marcó la primera gran derrota de una potencia europea por una asiática en la edad moderna?;Media;Tratado de Portsmouth;Tratado de Shimonoseki;Tratado de Brest-Litovsk;Tratado de San Francisco
¿Quién era conocido como el 'Primer Ministro de Hierro' y unificó los distintos estados alemanes bajo la Prusia en el Imperio Alemán?;Media;Otto von Bismarck;Wilhelm I;Frederick III;Guillermo II
¿Qué famosa obra literaria fue escrita por el poeta italiano Dante Alighieri en el siglo XIV?;Media;La Divina Comedia;El Decamerón;Los Cuentos de Canterbury;El Paraíso Perdido
¿Cuál fue el nombre de la importante reunión de líderes aliados en 1945 que decidió el futuro de posguerra de Europa?;Media;Conferencia de Yalta;Conferencia de Potsdam;Conferencia de Teherán;Cumbre de Malta
¿Qué faraón egipcio es conocido por su intento de establecer una nueva religión centrada en la adoración de un solo dios, Atón?;Media;Akenatón;Tutankamón;Ramsés II;Seti I
¿Qué reina inglesa es famosa por su discurso a las tropas antes de la derrota de la Armada Española en 1588?;Media;Isabel I;María I;Ana;Victoria
¿Qué imperio precolombino fue conquistado por Francisco Pizarro y sus hombres en el siglo XVI?;Media;Inca;Azteca;Maya;Chibcha
¿Qué nombre recibió la estrategia de bombardeo masivo utilizada por el ejército nazi al inicio de la Segunda Guerra Mundial?;Media;Blitzkrieg;Kriegsmarine;Luftwaffe;Sturm und Drang
¿Qué importante líder militar y político lideró la independencia de la Gran Colombia?;Media;Simón Bolívar;Francisco de Paula Santander;Antonio Nariño;José Antonio Páez
¿Cómo se llamaba el acuerdo 1987 entre Estados Unidos y la Unión Soviética para eliminar misiles de alcance intermedio?;Media;Tratado INF;START I;Tratado de Salt II;Pacto de Praga
¿En qué batalla de la Primera Guerra Mundial lucharon principalmente las fuerzas australianas y neozelandesas en un fallido intento de capturar Constantinopla?;Media;Campaña de Galípoli;Batalla de Somme;Batalla de Passchendaele;Batalla de Verdún
¿Qué reformador religioso alemán inició la Reforma Protestante en el siglo XVI con sus 95 Tesis?;Media;Martín Lutero;Juan Calvino;Ulrico Zuinglio;Thomas Müntzer
¿Qué periodo de conflicto político en Inglaterra llevó a la ejecución de un rey y al establecimiento de una república?;Media;Guerra Civil Inglesa;La Anarquía;Guerra de las Rosas;Revolución Gloriosa
¿Qué líder indio fue conocido como Mahatma y llevó a cabo protestas no violentas contra el dominio británico?;Media;Mahatma Gandhi;Jawaharlal Nehru;Subhas Chandra Bose;Lal Bahadur Shastri
¿Qué sultán otomano fue conocido por su sitio fallido de Viena en 1529 y las subsiguientes campañas mediterráneas?;Media;Suleiman el Magnífico;Mehmed el Conquistador;Selim I;Bayezid I
¿Qué período histórico siguió inmediatamente a la caída del Imperio Romano de Occidente y se caracteriza por un sistema feudal de gobierno?;Media;Edad Media;Antigüedad Tardía;Renacimiento;Edad de Hierro
¿Cuál fue el tipo de embarcación de fondo plano ampliamente utilizado por los británicos y aliados durante el Desembarco de Normandía en 1944?;Media;Higgins Boat;U-boat;Dreadnought;Corbeta
¿Qué líder chino es conocido por su Revolución Cultural y por ser uno de los fundadores de la República Popular China?;Media;Mao Zedong;Deng Xiaoping;Chiang Kai-shek;Sun Yat-sen
¿Qué rey cruzado fue apodado 'Corazón de León' y es famoso por su papel en la Tercera Cruzada?;Media;Ricardo I;Enrique II;Felipe Augusto;Federico Barbarroja
¿Qué líder nazi fue el principal arquitecto del Holocausto y fue ahorcado tras los juicios de Núremberg?;Media;Heinrich Himmler;Adolf Eichmann;Hermann Göring;Rudolf Hess
¿Qué acontecimiento histórico llevó a Estados Unidos a entrar en la Segunda Guerra Mundial en 1941?;Media;Ataque a Pearl Harbor;Batalla de Midway;Invasión de Normandía;Bombardeo de Tokio
¿Qué filósofo francés es famoso por su frase 'Pienso, luego existo' y por ser un pionero del racionalismo?;Media;René Descartes;Jean-Jacques Rousseau;Voltaire;Michel de Montaigne
