Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué poeta británico escribió 'El preludio'?;Media;William Wordsworth;Samuel Taylor Coleridge;John Keats;Percy Bysshe Shelley
¿Qué autor estadounidense creó el personaje de espía Jason Bourne?;Media;Robert Ludlum;Tom Clancy;John le Carré;Frederick Forsyth
¿Qué escritora británica es autora de la novela 'El sentido de un final'?;Media;Julian Barnes;Ian McEwan;Kazuo Ishiguro;Martin Amis
¿Qué poeta español es conocido por el libro 'Poeta en Nueva York'?;Media;Federico García Lorca;Antonio Machado;Juan Ramón Jiménez;Rafael Alberti
¿Qué escritora sudafricana ganó el Premio Nobel de Literatura en 1991?;Media;Nadine Gordimer;Doris Lessing;J.M. Coetzee;Bessie Head
¿Qué autor italiano escribió 'Si esto es un hombre', un relato sobre su experiencia en Auschwitz?;Media;Primo Levi;Italo Calvino;Italo Svevo;Umberto Eco
¿Qué escritor cubano es conocido por su novela 'Tres tristes tigres'?;Media;Guillermo Cabrera Infante;Alejo Carpentier;Leonardo Padura;Reinaldo Arenas
¿Qué poeta estadounidense es autora de 'Ariel' y 'La campana de cristal'?;Media;Sylvia Plath;Anne Sexton;Elizabeth Bishop;Adrienne Rich
¿Qué escritor francés es conocido por 'Las flores del mal'?;Media;Charles Baudelaire;Arthur Rimbaud;Paul Verlaine;Stéphane Mallarmé
¿Qué escritor irlandés ganó el Premio Nobel de Literatura en 1923?;Media;William Butler Yeats;James Joyce;Samuel Beckett;George Bernard Shaw
¿Qué novela de Daphne du Maurier se convirtió en una famosa película dirigida por Alfred Hitchcock?;Media;Rebeca;Jamaica Inn;Mi prima Rachel;La posada de Jamaica
¿Qué autor japonés es conocido por su novela 'Kafka en la orilla'?;Media;Haruki Murakami;Kenji Miyazawa;Banana Yoshimoto;Kazuo Ishiguro
¿Qué escritor estadounidense es autor de 'La conjura de los necios'?;Media;John Kennedy Toole;John Steinbeck;William Faulkner;Truman Capote
¿Quién es el autor de la novela 'La carretera', ganadora del Premio Pulitzer en 2007?;Media;Cormac McCarthy;Don DeLillo;Jonathan Franzen;Philip Roth
¿Qué poeta inglés escribió 'Canción de Otoño en Primavera'?;Media;Rubén Darío;Pablo Neruda;Garcilaso de la Vega;Luis de Góngora
¿Qué escritora estadounidense es famosa por su novela 'Beloved'?;Media;Toni Morrison;Maya Angelou;Zora Neale Hurston;Alice Walker
¿Qué novelista ruso es autor de 'Padres e hijos'?;Media;Iván Turguénev;Fiódor Dostoyevski;León Tolstói;Nikolái Gógol
¿Qué autor escribió la trilogía de novelas espaciales comúnmente conocidas como la serie 'Fundación'?;Media;Isaac Asimov;Arthur C. Clarke;Robert A. Heinlein;Larry Niven
¿Qué escritora británica es conocida por sus novelas de la serie 'Outlander'?;Media;Diana Gabaldon;Philippa Gregory;Jojo Moyes;Deborah Harkness
¿Qué escritor estadounidense creó el personaje de Philip Marlowe, un detective privado?;Media;Raymond Chandler;Dashiell Hammett;James M. Cain;Elmore Leonard
¿Qué escritor inglés es conocido por su serie de ciencia ficción 'Cultura'?;Media;Iain M. Banks;Douglas Adams;Peter F. Hamilton;Alastair Reynolds
¿Qué escritora británica es famosa por la serie de libros 'Bridget Jones'?;Media;Helen Fielding;Sophie Kinsella;J.K. Rowling;Jojo Moyes
¿Qué escritor uruguayo es autor de 'La tregua', que fue adaptada al cine?;Media;Mario Benedetti;Eduardo Galeano;Juan Carlos Onetti;Horacio Quiroga
¿Quién escribió la serie de novela negra protagonizada por el detective Dave Robicheaux?;Media;James Lee Burke;Michael Connelly;John Connolly;James Ellroy
¿Qué autor australiano es conocido por 'La canción de los pájaros'?;Media;Richard Flanagan;Garth Nix;Bryce Courtenay;Tim Winton
¿Qué escritor noruego escribió 'Hambre'?;Media;Knut Hamsun;Jo Nesbø;Jostein Gaarder;Henrik Ibsen
¿Qué poeta estadounidense es autor de 'Leaves of Grass'?;Media;Walt Whitman;Ralph Waldo Emerson;Henry David Thoreau;Robert Frost
¿Quién escribió 'El amor en los tiempos del cólera'?;Media;Gabriel García Márquez;Mario Vargas Llosa;Carlos Fuentes;Isabel Allende
¿Qué escritor nigeriano es conocido por su novela 'Things Fall Apart' (Todo se desmorona)?;Media;Chinua Achebe;Wole Soyinka;Ben Okri;Chimamanda Ngozi Adichie
¿Qué escritora británica escribió la serie 'Outlander'?;Media;Diana Gabaldon;J.K. Rowling;Agatha Christie;Virginia Woolf
¿Qué escritor estadounidense es famoso por su serie de cuentos 'Ficciones'?;Media;Jorge Luis Borges;Ernest Hemingway;Mark Twain;John Updike
¿Qué poeta y dramaturgo español es autor de 'Bodas de sangre'?;Media;Federico García Lorca;Miguel de Cervantes;Lope de Vega;Antonio Machado
¿Qué escritor irlandés es conocido por su novela 'Drácula'?;Media;Bram Stoker;Oscar Wilde;James Joyce;Samuel Beckett
¿Qué autor ruso escribió 'La muerte de Iván Ilich'?;Media;León Tolstói;Antón Chéjov;Fiódor Dostoyevski;Aleksandr Pushkin
¿Qué escritor inglés creó el personaje de detective Hercule Poirot?;Media;Agatha Christie;Arthur Conan Doyle;P.D. James;Ruth Rendell
¿Qué novelista estadounidense escribió 'En el camino'?;Media;Jack Kerouac;F. Scott Fitzgerald;John Steinbeck;Ernest Hemingway
¿Qué escritor francés es el autor de 'Viaje al fin de la noche'?;Media;Louis-Ferdinand Céline;Marcel Proust;Jean-Paul Sartre;Albert Camus
¿Qué escritora australiana es conocida por su novela 'The Secret River'?;Media;Kate Grenville;Liane Moriarty;Geraldine Brooks;Hannah Kent
¿Qué autor es conocido por sus novelas sobre el detective Harry Hole?;Media;Jo Nesbø;Stieg Larsson;Henning Mankell;Arnaldur Indriðason
¿Qué autor estadounidense escribió la novela de ciencia ficción 'Dune'?;Media;Frank Herbert;Philip K. Dick;Isaac Asimov;Arthur C. Clarke
¿Qué poeta inglés escribió 'Don Juan'?;Media;Lord Byron;William Wordsworth;Percy Bysshe Shelley;John Keats
¿Qué escritor italiano es conocido por la novela 'El Gatopardo'?;Media;Giuseppe Tomasi di Lampedusa;Umberto Eco;Italo Calvino;Elena Ferrante
¿Qué autor estadounidense escribió 'Las uvas de la ira'?;Media;John Steinbeck;Ernest Hemingway;William Faulkner;F. Scott Fitzgerald
¿Qué escritor alemán es conocido por su obra 'El lobo estepario'?;Media;Hermann Hesse;Thomas Mann;Günter Grass;Franz Kafka
¿Qué escritora sudáfricana ganó el Premio Nobel en 1991?;Media;Nadine Gordimer;J.M. Coetzee;Doris Lessing;Bessie Head
¿Qué autor japonés es conocido por su obra 'Norwegian Wood' (Tokio blues)?;Media;Haruki Murakami;Kenji Miyazawa;Yasunari Kawabata;Yukio Mishima
¿Qué novelista escocés escribió 'Trainspotting'?;Media;Irvine Welsh;Alexander McCall Smith;Ian Rankin;Alasdair Gray
¿Qué escritora británica es famosa por su serie de misterio protagonizada por el detective Adam Dalgliesh?;Media;P.D. James;Agatha Christie;Dorothy L. Sayers;Ngaio Marsh
¿Qué autor estadounidense es conocido por sus novelas 'La conjura de los necios' y 'La Biblia de neón'?;Media;John Kennedy Toole;Flannery O'Connor;Thomas Pynchon;Walker Percy
¿Cuál es el nombre de la famosa novela distópica escrita por Aldous Huxley?;Media;Un mundo feliz;1984;Fahrenheit 451;Brave New World
¿Qué poeta británico es conocido por su obra 'Odas' y murió a una edad temprana?;Media;John Keats;Lord Byron;Percy Bysshe Shelley;William Blake
¿Qué escritora británica escribió 'El amante de Lady Chatterley'?;Media;D.H. Lawrence;E.M. Forster;Virginia Woolf;Thomas Hardy
¿Qué escritor estadounidense es famoso por sus cuentos de terror y el poema 'El cuervo'?;Media;Edgar Allan Poe;H.P. Lovecraft;Stephen King;Bram Stoker
¿Qué autor británico escribió 'El señor de las moscas', una novela sobre un grupo de niños varados en una isla?;Media;William Golding;J.R.R. Tolkien;George Orwell;C.S. Lewis
¿Qué autor sudafricano escribió 'Desgracia', que le valió un Premio Booker?;Media;J.M. Coetzee;Nadine Gordimer;André Brink;Doris Lessing
¿Qué escritora británica escribió 'El sentido de un final', que ganó el Man Booker Prize?;Media;Julian Barnes;Ian McEwan;Kazuo Ishiguro;Salman Rushdie
¿Qué escritor uruguayo es conocido por su libro 'El fútbol a sol y sombra'?;Media;Eduardo Galeano;Mario Benedetti;Juan Carlos Onetti;Felisberto Hernández
¿Qué novelista británico creó la famosa espía Modesty Blaise?;Media;Peter O'Donnell;Ian Fleming;John le Carré;Len Deighton
¿Qué autor austríaco es conocido por su serie de libros infantiles 'Momo' y 'La historia interminable'?;Media;Michael Ende;Franz Kafka;Stefan Zweig;Thomas Bernhard
¿Qué escritor inglés es conocido por su novela '1984'?;Media;George Orwell;Aldous Huxley;Ian McEwan;Julian Barnes
¿Qué poeta estadounidense es autor de 'Hoja de hierba'?;Media;Walt Whitman;Robert Frost;Emily Dickinson;Langston Hughes
¿Qué escritora británica es conocida por su novela 'Orgullo y prejuicio'?;Media;Jane Austen;Charlotte Brontë;Mary Shelley;Virginia Woolf
¿Qué autor ruso escribió 'Guerra y paz'?;Media;León Tolstói;Fiódor Dostoyevski;Iván Turguénev;Antón Chéjov
¿Qué escritor irlandés es conocido por su novela 'Ulises'?;Media;James Joyce;Samuel Beckett;Oscar Wilde;Jonathan Swift
¿Qué novelista francés escribió 'La Peste'?;Media;Albert Camus;Jean-Paul Sartre;Marcel Proust;Gustave Flaubert
¿Qué escritor estadounidense escribió la serie de novelas de Jack Reacher?;Media;Lee Child;Stephen King;Michael Connelly;John Grisham
¿Qué poeta británico es conocido por su obra 'Cántico de mí mismo'?;Media;Walt Whitman;T.S. Eliot;William Wordsworth;Dylan Thomas
¿Qué autor colombiano ganó el Premio Nobel de Literatura en 1982?;Media;Gabriel García Márquez;Mario Vargas Llosa;Julio Cortázar;Carlos Fuentes
¿Qué escritor estadounidense es famoso por su novela 'Las aventuras de Huckleberry Finn'?;Media;Mark Twain;Herman Melville;William Faulkner;Ernest Hemingway
