Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Quién escribió el libro 'Al faro', que es ampliamente considerado como uno de los principales trabajos del modernismo literario del siglo XX?;Fácil;Virginia Woolf;James Joyce;D.H. Lawrence;Marcel Proust
¿Qué autor estadounidense es conocido por 'La letra escarlata'?;Fácil;Nathaniel Hawthorne;Herman Melville;Edgar Allan Poe;Mark Twain
¿Qué poeta romántico inglés escribió 'Ozymandias'?;Fácil;Percy Bysshe Shelley;John Keats;Lord Byron;William Wordsworth
¿Qué famoso autor escribió '1984' y 'Rebelión en la granja'?;Fácil;George Orwell;Aldous Huxley;Sinclair Lewis;Ray Bradbury
¿Qué dramaturgo irlandés escribió 'La importancia de llamarse Ernesto'?;Fácil;Oscar Wilde;George Bernard Shaw;Samuel Beckett;William Butler Yeats
¿Qué autor norteamericano escribió 'Muerte de un viajante'?;Fácil;Arthur Miller;Tennessee Williams;Edward Albee;Eugene O'Neill
¿Qué novelista escribió 'Portnoy's Complaint' y 'American Pastoral'?;Fácil;Philip Roth;Saul Bellow;John Updike;Norman Mailer
¿Qué famosa poeta estadounidense es conocida por sus versos 'porque no puedo parar por la muerte'?;Fácil;Emily Dickinson;Sylvia Plath;Anne Sexton;Elizabeth Bishop
¿Quién escribió la novela gráfica 'Maus', basada en las experiencias de su padre durante el Holocausto?;Fácil;Art Spiegelman;Alan Moore;Frank Miller;Neil Gaiman
¿Qué escritor británico es famoso por crear el universo de la 'Tierra Media'?;Fácil;J.R.R. Tolkien;C.S. Lewis;Philip Pullman;Terry Pratchett
¿Qué autor de 'La trilogía de Nueva York' es también conocido por obras como 'La invención de la soledad'?;Fácil;Paul Auster;Don DeLillo;Bret Easton Ellis;Jonathan Lethem
¿Qué autor es famoso por la novela 'Los puentes de Madison County'?;Fácil;Robert James Waller;Nicholas Sparks;Richard Bach;Mitch Albom
¿Qué autor británico escribió 'El sentido de un final', que ganó el premio Booker en 2011?;Fácil;Julian Barnes;Ian McEwan;Martin Amis;Kazuo Ishiguro
¿Quién escribió 'El cuento de la criada', un éxito de ventas que fue adaptado en una serie de televisión?;Fácil;Margaret Atwood;Alice Munro;Atwood Margaret;Joyce Carol Oates
¿Qué poeta y dramaturgo estadounidense escribió 'Glengarry Glen Ross', por la que recibió el premio Pulitzer?;Fácil;David Mamet;Arthur Miller;Tennessee Williams;Edward Albee
¿Qué autor se destaca por sus novelas de fantasía tituladas 'Stardust', 'Neverwhere' y 'American Gods'?;Fácil;Neil Gaiman;Terry Pratchett;Patrick Rothfuss;George R.R. Martin
¿Qué autor argentino es conocido por su novela 'El túnel'?;Fácil;Ernesto Sábato;Jorge Luis Borges;Adolfo Bioy Casares;Julio Cortázar
¿Qué autor estadounidense ganó el Premio Pulitzer por 'La conjura contra América'?;Fácil;Philip Roth;Jonathan Franzen;Michael Chabon;Don DeLillo
¿Qué autor italiano es famoso por la serie 'Inspector Montalbano'?;Fácil;Andrea Camilleri;Umberto Eco;Italo Calvino;Elena Ferrante
¿Qué poeta estadounidense escribió 'La canción de mí mismo'?;Fácil;Walt Whitman;Robert Frost;Edgar Allan Poe;Langston Hughes
¿Qué autor es conocido por su novela 'El perfume', que cuenta la historia de un asesino con un sentido del olfato excepcional?;Fácil;Patrick Süskind;Haruki Murakami;Daniel Kehlmann;Bernhard Schlink
¿Qué poeta inglés escribió 'La balada de la cárcel de Reading'?;Fácil;Oscar Wilde;Alfred Lord Tennyson;Robert Browning;William Morris
¿Qué escritor argentino es autor de 'Fervor de Buenos Aires' y 'El Aleph'?;Fácil;Jorge Luis Borges;Adolfo Bioy Casares;César Aira;Manuel Puig
¿Qué autor sudafricano fue galardonado con el Premio Nobel de Literatura en 2003?;Fácil;J.M. Coetzee;Nadine Gordimer;Alan Paton;Doris Lessing
¿Quién escribió la serie de novelas 'Los reyes malditos'?;Fácil;Maurice Druon;Umberto Eco;Victor Hugo;Alexandre Dumas
¿Qué escritor irlandés es conocido por su obra 'Gulliver's Travels'?;Fácil;Jonathan Swift;James Joyce;Oscar Wilde;George Bernard Shaw
¿Qué autor escribió 'Yo, Robot' y les dio a las máquinas sus famosas 'Tres Leyes de la Robótica'?;Fácil;Isaac Asimov;Arthur C. Clarke;Philip K. Dick;Kurt Vonnegut
¿Quién es la autora de la novela gótica 'Rebecca', que fue adaptada al cine por Alfred Hitchcock?;Fácil;Daphne du Maurier;Patricia Highsmith;Agatha Christie;Mary Shelley
¿Qué poeta estadounidense escribió 'Mending Wall' y 'Stopping by Woods on a Snowy Evening'?;Fácil;Robert Frost;Emily Dickinson;Ezra Pound;Sylvia Plath
¿Cuál es la obra maestra de Fyodor Dostoevsky centrada en los temas de la moralidad, la libre voluntad y el castigo?;Fácil;Crimen y castigo;Los hermanos Karamazov;El idiota;Los demonios
¿Qué escritora británica creó al detective ficticio Adam Dalgliesh?;Fácil;P.D. James;Agatha Christie;Dorothy L. Sayers;Ngaio Marsh
¿Qué escritor francés es conocido por la serie de detectives 'Maigret'?;Fácil;Georges Simenon;Gaston Leroux;Jean-Patrick Manchette;Pierre Lemaitre
¿Quién escribió el poema épico 'El paraíso perdido'?;Fácil;John Milton;William Blake;Geoffrey Chaucer;John Donne
¿Qué autor escribió 'La casa de los espíritus' y 'Eva Luna'?;Fácil;Isabel Allende;Gabriela Mistral;Laura Esquivel;Elena Poniatowska
¿Qué autor estadounidense escribió 'Al este del Edén' y 'Las uvas de la ira'?;Fácil;John Steinbeck;William Faulkner;Ernest Hemingway;F. Scott Fitzgerald
¿Qué escritor británico es conocido por las novelas de espioanaje protagonizadas por George Smiley, como 'El espía que surgió del frío'?;Fácil;John le Carré;Ian Fleming;Len Deighton;Graham Greene
¿Qué reconocida escritora estadounidense escribió 'Beloved' y recibió el Premio Nobel de Literatura?;Fácil;Toni Morrison;Alice Walker;Maya Angelou;Gloria Naylor
¿Qué famosa poetisa estadounidense, a menudo conocida por su reticencia, escribió 'Porque no puedo parar por la Muerte'?;Fácil;Emily Dickinson;Sylvia Plath;Elizabeth Bishop;Anne Sexton
¿Qué escritor chileno es conocido por su novela 'Los detectives salvajes'?;Fácil;Roberto Bolaño;Pablo Neruda;Antonio Skármeta;José Donoso
¿Quién es el famoso autor norteamericano de 'Las aventuras de Huckleberry Finn'?;Fácil;Mark Twain;Henry James;Herman Melville;Edgar Allan Poe
¿Qué escritora ganó fama por su serie de libros de vampiros que incluye 'Entrevista con el vampiro'?;Fácil;Anne Rice;Charlaine Harris;Stephenie Meyer;Laurell K. Hamilton
¿Qué autor de novelas de espionaje creó al personaje Jason Bourne?;Fácil;Robert Ludlum;Tom Clancy;John le Carré;Frederick Forsyth
¿Qué autor escribe la serie policíaca protagonizada por el comisario Kurt Wallander?;Fácil;Henning Mankell;Stieg Larsson;Jo Nesbø;Arnaldur Indriðason
¿Cuál es la famosa obra de teatro de Tennessee Williams que tiene personajes como Blanche DuBois y Stanley Kowalski?;Fácil;Un tranvía llamado Deseo;La gata sobre el tejado de zinc;El zoo de cristal;La noche de la iguana
¿Qué poeta inglés es famoso por 'Los cantos de Inocencia y de Experiencia'?;Fácil;William Blake;John Keats;Percy Bysshe Shelley;William Wordsworth
¿Qué escritor inglés es conocido por su ciclo novelístico 'La danza a la música del tiempo'?;Fácil;Anthony Powell;Evelyn Waugh;Kingsley Amis;Graham Greene
¿Qué escritora estadounidense escribió 'Las horas' que luego se convirtió en una película protagonizada por Nicole Kidman?;Fácil;Michael Cunningham;Joyce Carol Oates;Donna Tartt;Ann Patchett
¿Qué autor austriaco escribió 'El hombre sin atributos'?;Fácil;Robert Musil;Franz Kafka;Stefan Zweig;Thomas Bernhard
¿Quién es conocido por su serie de novelas de misterio, incluyendo 'Postmortem', que presenta al personaje de la médica forense Kay Scarpetta?;Fácil;Patricia Cornwell;Kathy Reichs;Tess Gerritsen;Val McDermid
¿Qué autor ruso es famoso por su obra 'Resurrección', así como 'Guerra y Paz' y 'Anna Karenina'?;Fácil;León Tolstói;Fiódor Dostoievski;Iván Turguénev;Antón Chéjov
¿Qué escritor contemporáneo es conocido por sus novelas policiacas ambientadas en Botswana y protagonizadas por el detective Precious Ramotswe?;Fácil;Alexander McCall Smith;Ian Rankin;Peter Robinson;Colin Dexter
¿Quién es el autor de 'El amor en los tiempos del cólera'?;Fácil;Gabriel García Márquez;Jorge Luis Borges;Mario Vargas Llosa;Carlos Fuentes
¿Qué escritora estadounidense escribió 'Orgullo y prejuicio zombie'?;Fácil;Seth Grahame-Smith;Jane Austen;Charlotte Brontë;Emily Brontë
¿Quién escribió 'En el camino', la novela que se convirtió en el manifiesto de la Generación Beat?;Fácil;Jack Kerouac;Allen Ginsberg;William S. Burroughs;Hunter S. Thompson
¿Qué autor inglés escribió 'El sentido de un final', ganador del Premio Booker?;Fácil;Julian Barnes;Ian McEwan;Graham Swift;Martin Amis
¿Qué famoso autor de ciencia ficción escribió 'La fundación'?;Fácil;Isaac Asimov;Arthur C. Clarke;Philip K. Dick;Aldous Huxley
¿Quién es el autor de 'Los pilares de la tierra', una novela histórica sobre la construcción de una catedral?;Fácil;Ken Follett;James Clavell;Edward Rutherfurd;Leon Uris
¿Qué escritor escribió la obra de teatro 'La casa de Bernarda Alba'?;Fácil;Federico García Lorca;Antonio Buero Vallejo;Miguel de Unamuno;Ramón del Valle-Inclán
¿Qué autor estadounidense escribió 'El ruido y la furia' y 'Mientras agonizo'?;Fácil;William Faulkner;Ernest Hemingway;John Steinbeck;F. Scott Fitzgerald
¿Qué escritora británica es famosa por su serie de libros de detectives protagonizados por el detective Cormoran Strike?;Fácil;J.K. Rowling (como Robert Galbraith);Agatha Christie;P.D. James;Dorothy L. Sayers
¿Quién escribió el libro de memorias 'Yo sé por qué canta el pájaro enjaulado'?;Fácil;Maya Angelou;Audre Lorde;Toni Morrison;Zora Neale Hurston
