Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué jugador tiene más apariciones en la historia de la Copa del Mundo de la FIFA (hombres)?;Media;Lothar Matthäus;Diego Maradona;Pelé;Cristiano Ronaldo
¿Cuántas medallas de oro ganó el atleta Usain Bolt en los Juegos Olímpicos?;Media;8;6;9;7
¿Qué equipo de la NHL ha ganado más títulos de la Copa Stanley hasta abril de 2023?;Media;Montreal Canadiens;Toronto Maple Leafs;Detroit Red Wings;Boston Bruins
¿Quién fue el jugador más joven en marcar en una final de la Copa del Mundo de la FIFA?;Media;Pelé;Kylian Mbappé;Lionel Messi;Johan Cruyff
¿Qué país fue anfitrión de la primera Copa Mundial Femenina de la FIFA en 1991?;Media;China;Estados Unidos;Suecia;Alemania
¿En qué país se inventó el voleibol?;Media;Estados Unidos;Francia;Inglaterra;Brasil
¿Cómo se llama el trofeo que se otorga al ganador del campeonato mundial de Fórmula 1?;Media;Trofeo del Gran Premio;Copa mundial de F1;Trofeo Pistón;Medalla de Oro
¿Cuántas jugadores hay en un equipo de rugby en el campo?;Media;15;11;9;13
¿Cuántos periodos se juegan en un partido profesional de hockey sobre hielo?;Media;3;2;4;6
¿Qué país ha ganado más Copas Mundiales de la FIFA en la categoría masculina?;Media;Brasil;Italia;Alemania;Argentina
¿Qué jugador de baloncesto es conocido como 'Air Jordan'?;Media;Michael Jordan;Kobe Bryant;LeBron James;Shaquille O'Neal
¿Qué nombre recibe la máxima categoría del automovilismo de monoplazas a nivel mundial?;Media;Fórmula 1;NASCAR;IndyCar;Le Mans
¿Cuál es la distancia oficial de una maratón?;Media;42.195 kilómetros;26.2 kilómetros;50 kilómetros;100 kilómetros
¿En qué ciudad se celebraron los Juegos Olímpicos de verano de 2012?;Media;Londres;Pekín;Río de Janeiro;Atenas
¿Cuál es el deporte nacional de Canadá?;Media;Lacrosse y Hockey sobre hielo;Fútbol;Béisbol;Baloncesto
¿Quién es conocido como 'El Rey del Tenis'?;Media;Roger Federer;Rafael Nadal;Novak Djokovic;Andy Murray
¿Qué jugador tiene el récord de más goles en una temporada de la Premier League?;Media;Alan Shearer;Mo Salah;Cristiano Ronaldo;Thierry Henry
¿En qué deporte se compite por la Copa América?;Media;Vela;Fútbol;Rugby;Baloncesto
¿Qué equipo ganó la NBA en el año 2000?;Media;Los Angeles Lakers;Chicago Bulls;Boston Celtics;Detroit Pistons
¿Qué tipo de golpe en el boxeo se dirige a la zona entre el pecho y la cintura?;Media;Golpe al cuerpo;Uppercut;Jab;Crochet
¿Quién es considerado el mejor jugador de hockey sobre hielo de todos los tiempos?;Media;Wayne Gretzky;Mario Lemieux;Sidney Crosby;Bobby Orr
¿En qué año se celebraron los primeros Juegos Olímpicos de la era moderna?;Media;1896;1900;1924;1876
¿Qué país fue el anfitrión de la Copa Mundial de Fútbol de 1994?;Media;Estados Unidos;Brasil;Italia;Francia
¿Qué país ganó la primera Copa Mundial de Rugby?;Media;Nueva Zelanda;Australia;Sudáfrica;Inglaterra
¿Qué es un 'birdie' en el golf?;Media;Un golpe bajo par;Un golpe sobre par;Un tiro inicial;Un golpe directo al hoyo
¿Cuál es la puntuación máxima que un juez puede otorgar en una competición de patinaje artístico?;Media;10;9;8;7
¿Cuántos jugadores componen un equipo de balonmano en la cancha?;Media;7;6;5;8
¿En qué año fue la primera edición de la UEFA Champions League?;Media;1955;1960;1975;1980
¿Qué nombre se le da a la posición defensiva clave en el fútbol americano encargado de dirigir la defensa y que suele situarse en el centro de la línea de golpeo?;Media;Linebacker;Quarterback;Punter;Tight end
¿Quién es conocido como 'La Mano de Dios' en el mundo del fútbol?;Media;Diego Maradona;Pelé;Lionel Messi;Cristiano Ronaldo
¿En qué país se originó el badminton?;Media;Inglaterra;China;India;Japón
¿Cuál es el récord mundial de salto de altura masculino establecido por Javier Sotomayor?;Media;2.45 metros;2.40 metros;2.35 metros;2.50 metros
¿En qué tipo de superficie se juega el torneo de Wimbledon?;Media;Césped;Tierra batida;Dura;Moqueta
¿Qué ciclista ha ganado el Tour de Francia un récord de siete veces?;Media;Lance Armstrong;Eddy Merckx;Jacques Anquetil;Miguel Indurain
¿Qué país ganó la primera medalla de oro en baloncesto masculino en los Juegos Olímpicos?;Media;Estados Unidos;Canadá;Lituania;España
