Pregunta;Dificultad;Respuesta correcta;Respuesta incorrecta 1;Respuesta incorrecta 2;Respuesta incorrecta 3
¿Qué país ganó el oro en fútbol masculino en los Juegos Olímpicos de 2016?;Fácil;Brasil;Alemania;Argentina;España
¿Cuántos asaltos hay en un combate de boxeo olímpico?;Fácil;3;5;12;15
¿De qué equipo de la NBA es leyenda Magic Johnson?;Fácil;Los Angeles Lakers;Boston Celtics;Chicago Bulls;Detroit Pistons
¿En qué país se practica la lucha sumo profesionalmente?;Fácil;Japón;China;Corea del Sur;Mongolia
¿Qué piloto de Fórmula 1 fue apodado 'El Profesor'?;Fácil;Alain Prost;Ayrton Senna;Niki Lauda;Jackie Stewart
¿En qué posición juega un quarterback en fútbol americano?;Fácil;Ofensiva;Defensiva;Special Teams;Entrenador
¿Qué país ganó la Eurocopa en 2004 de manera sorprendente?;Fácil;Grecia;Portugal;España;Italia
¿Qué equipo ganó la NBA en la temporada 2015-2016?;Fácil;Cleveland Cavaliers;Golden State Warriors;San Antonio Spurs;Miami Heat
¿Quién es conocido como 'El Doctor' en el mundo del motociclismo?;Fácil;Valentino Rossi;Marc Márquez;Casey Stoner;Jorge Lorenzo
¿En qué deporte es famoso el torneo de las Seis Naciones?;Fácil;Rugby;Fútbol;Criquet;Balonmano
¿Qué país es el líder histórico en medallas en los Juegos Olímpicos de invierno?;Fácil;Noruega;Estados Unidos;Alemania;Canadá
¿Qué atleta femenina ostenta el récord mundial en los 100 metros planos?;Fácil;Florence Griffith-Joyner;Shelly-Ann Fraser-Pryce;Marion Jones;Elaine Thompson
¿Qué famoso corredor de F1 murió trágicamente en el Gran Premio de San Marino en 1994?;Fácil;Ayrton Senna;Gilles Villeneuve;Ronnie Peterson;Jules Bianchi
¿En qué ciudad se encuentra el equipo de la MLB conocido como los 'Atléticos'?;Fácil;Oakland;Los Angeles;San Francisco;Seattle
¿Qué equipo de fútbol ganó la Copa América 2015?;Fácil;Chile;Argentina;Brasil;Uruguay
